0,807216577
0,259327277
0,418343971
0,881643524
0,655364153
0,839267522
0,850760346
0,029340315
0,523061842
0,55970424
0,069589789
0,05760276
0,328408139
0,102055618
0,535483011
0,432061314
0,243946054
0,205987997
0,273949603
0,158365306
0,639423934
0,134384509
0,489581718
0,267422187
0,061267548
0,402525381
0,267415334
0,19875325
0,795281545
0,359231031
0,292544148
0,266395393
0,354141907
0,373611353
0,328906064
0,489579548
0,321744268
0,04786898
0,145869882
0,934866606
0,605663716
0,366835408
0,408970112
0,131990931
0,781390615
0,133985437
0,071449835
0,827659395
0,614283947
0,305667635
0,128426796
0,759364644
0,376526825
0,562652891
0,593679934
0,723705509
0,190960898
0,504354216
0,637116872
0,955208672
0,905543359
0,461158118
0,496873057
0,27701111
0,77517018
0,635282848
0,483994359
0,483175731
0,140850968
0,158506961
0,668228743
0,287869649
0,77885217
0,363272549
0,58133189
0,146440483
0,032831264
0,950693495
0,46072244
0,738883019
0,76902534
0,787514183
0,231568335
0,18589591
0,464659314
0,403179978
0,02296407
0,299254358
0,429595589
0,525728572
0,307370177
0,972436662
0,458412061
0,327937276
0,025251138
0,859738787
0,403052742
0,935920935
0,104415837
0,377138969
