1,076680936
0,736332722
-0,122138309
0,786949808
-0,806075859
1,121684062
0,387972313
-0,652916902
0,111716886
0,164659894
0,231576553
0,325685134
-0,305178033
0,189629894
0,467414446
-0,428866283
-0,408358497
0,019253696
-1,085940927
0,076990129
0,163580086
-0,572476381
-0,232794023
0,673291859
-1,08110703
1,287875143
0,177602104
-0,420196906
0,006207702
-1,105618463
-0,432617282
-0,165523745
-0,299572014
1,128346353
-0,923372283
-0,252574568
0,393110955
-0,382798143
0,480012289
-1,215748935
0,89295421
0,205617548
0,468563677
-0,069561315
-0,567589515
0,735205882
-0,529126294
-0,105273073
-0,441248126
0,678077397
-0,081355525
-0,374364896
-0,240377204
-1,02867266
0,943275621
0,961307081
-0,398333183
-0,18753182
-0,224290763
0,182443547
-1,221300895
-1,054029257
0,232236021
0,074613133
-0,239494813
-0,147749755
-0,079091318
0,630768303
-0,821946856
-0,080585442
-0,446335104
-0,401097788
0,274574771
-0,582679023
0,503895445
-0,401122018
-0,843007066
-0,582463031
-0,184848655
-0,80631773
0,204453535
0,961425737
-0,196671718
0,715335729
-0,376072888
-0,047001636
-0,287952095
0,8437474
-0,50653175
-0,112714156
-0,665734888
0,585010225
-0,123877407
0,163904339
-0,082827722
0,013163484
-0,889571443
0,542616557
-0,932197499
0,314706809
